Weather,Road_Type,Time,Vehicle_Count,Speed,Accident
Foggy,Highway,22,210,80.0,1
Foggy,City,15,55,76.0,0
Rainy,City,2,64,96.0,0
Sunny,City,9,183,127.0,0
Foggy,City,23,84,107.0,0
Sunny,City,10,197,56.0,0
Foggy,City,7,106,26.0,0
Sunny,Rural,5,237,27.0,0
Sunny,Highway,19,35,106.0,0
Sunny,City,10,164,97.0,0
Rainy,Highway,20,175,87.0,0
Sunny,Rural,11,31,40.0,0
Sunny,City,15,35,80.0,0
Sunny,Highway,17,223,129.0,0
Foggy,City,12,206,93.0,1
Sunny,City,21,172,105.0,0
Foggy,City,2,203,113.0,1
Sunny,City,14,236,113.0,0
Sunny,City,21,82,99.0,0
Rainy,City,20,124,94.0,0
Foggy,City,13,60,105.0,0
Sunny,Rural,17,122,48.0,0
Foggy,Rural,13,155,44.0,0
Foggy,City,4,180,77.0,1
Rainy,City,20,21,33.0,0
Rainy,Rural,13,12,97.0,0
Rainy,Rural,7,219,85.0,0
Rainy,Rural,22,129,73.0,0
Rainy,City,14,239,96.0,1
Rainy,Highway,14,144,86.0,0
Rainy,Highway,18,234,49.0,0
Rainy,Highway,19,143,37.0,0
Sunny,Highway,5,91,73.0,0
Foggy,City,18,54,119.0,1
Rainy,Highway,7,136,40.0,0
Rainy,Rural,5,95,72.0,0
Foggy,Rural,19,124,102.0,1
Sunny,Highway,22,176,35.0,0
Foggy,Rural,14,188,47.0,0
Foggy,City,2,18,23.0,0
Rainy,Highway,9,236,74.0,1
Foggy,Highway,14,160,34.0,0
Foggy,City,23,21,83.0,0
Rainy,Rural,15,125,,0
Rainy,City,16,97,35.0,0
Rainy,City,18,71,39.0,0
Rainy,Rural,10,113,83.0,1
Foggy,City,15,82,52.0,0
Foggy,Rural,4,86,100.0,0
Sunny,Rural,4,49,88.0,0
Sunny,City,13,191,88.0,0
Foggy,Rural,17,243,77.0,1
Sunny,City,7,218,58.0,0
Foggy,Rural,4,144,96.0,1
,Highway,6,26,127.0,0
Rainy,Rural,15,128,55.0,0
Sunny,Rural,22,135,113.0,0
Rainy,City,13,187,87.0,0
Rainy,Rural,4,33,,0
Rainy,Highway,23,11,40.0,0
Rainy,Highway,8,236,82.0,1
Sunny,Rural,3,101,104.0,0
Foggy,Rural,3,220,25.0,0
Rainy,Highway,15,170,43.0,0
Sunny,City,23,158,72.0,0
Rainy,Highway,16,126,114.0,0
Sunny,Highway,14,211,102.0,0
Sunny,Rural,3,62,121.0,0
Sunny,Rural,5,55,95.0,0
Foggy,Highway,15,54,97.0,0
Sunny,,3,18,69.0,0
Sunny,Highway,5,239,31.0,0
Foggy,Highway,4,15,75.0,0
,City,15,60,34.0,0
Sunny,Highway,15,243,102.0,0
Foggy,Highway,9,128,111.0,1
Rainy,Rural,8,44,59.0,0
Rainy,City,3,91,60.0,0
Foggy,Rural,13,190,88.0,1
Foggy,Rural,3,156,88.0,1
Sunny,City,11,206,25.0,0
Foggy,City,23,34,106.0,0
Sunny,Highway,9,148,86.0,0
Rainy,Rural,3,211,120.0,1
Foggy,City,17,26,52.0,0
Sunny,Rural,12,45,62.0,0
Sunny,Rural,12,227,40.0,0
Rainy,City,13,232,103.0,1
Foggy,Highway,17,105,84.0,1
Rainy,Rural,0,30,122.0,0
Sunny,City,20,27,36.0,0
Sunny,Highway,15,197,112.0,0
Foggy,Rural,14,155,27.0,0
Sunny,City,21,10,83.0,0
Foggy,Rural,4,151,109.0,1
,City,5,145,47.0,0
Foggy,City,5,203,117.0,1
Foggy,Rural,2,60,109.0,0
Sunny,Rural,15,88,32.0,0
Sunny,City,11,197,127.0,0
Foggy,Highway,3,171,120.0,1
Sunny,Rural,0,45,32.0,0
Sunny,City,3,71,57.0,0
Sunny,City,0,138,44.0,0
Foggy,Highway,20,94,81.0,0
Sunny,Highway,7,51,42.0,0
Foggy,Highway,23,10,105.0,0
Sunny,Rural,4,233,40.0,0
Rainy,City,1,221,73.0,0
Sunny,City,11,63,82.0,0
Sunny,City,21,184,49.0,0
Foggy,Highway,16,109,94.0,1
Foggy,City,6,48,87.0,0
Sunny,Rural,10,167,116.0,0
Rainy,Highway,3,16,95.0,0
Sunny,Highway,4,159,92.0,0
Sunny,Highway,5,130,51.0,0
Rainy,Highway,10,187,94.0,1
Foggy,Rural,0,54,120.0,0
Sunny,City,9,83,43.0,0
Foggy,Rural,19,129,26.0,0
Foggy,City,23,81,91.0,0
Rainy,Rural,20,228,116.0,1
Rainy,Highway,10,147,108.0,1
Foggy,Highway,23,151,20.0,0
Sunny,Rural,16,55,22.0,0
Foggy,,7,132,123.0,1
Sunny,City,12,127,47.0,0
Sunny,Rural,19,84,62.0,0
Rainy,Rural,17,15,116.0,0
Sunny,City,21,30,65.0,0
Sunny,City,15,199,20.0,0
Foggy,City,1,234,57.0,0
Rainy,Rural,4,156,110.0,1
Sunny,City,17,112,121.0,0
Sunny,Highway,2,97,54.0,0
Rainy,Highway,21,219,93.0,1
Foggy,Highway,16,108,95.0,1
Rainy,Rural,15,71,93.0,0
,Highway,5,116,73.0,0
Sunny,Rural,18,238,117.0,0
Sunny,Rural,6,92,43.0,0
Foggy,Highway,17,190,47.0,1
Sunny,City,13,161,41.0,0
Sunny,Rural,5,65,128.0,0
Rainy,Highway,7,199,35.0,0
Sunny,,14,171,32.0,0
Foggy,City,14,31,119.0,0
Rainy,City,14,77,119.0,0
Foggy,Highway,15,194,81.0,1
Rainy,Rural,0,19,62.0,0
Sunny,Rural,10,75,106.0,0
Rainy,Rural,4,17,97.0,0
Rainy,Rural,4,234,51.0,0
Sunny,Highway,20,132,86.0,0
Sunny,City,5,47,110.0,0
Foggy,Highway,1,244,102.0,1
Foggy,Rural,5,132,105.0,1
Sunny,Rural,13,71,76.0,0
Sunny,City,10,165,84.0,0
Sunny,Rural,3,147,88.0,0
Rainy,Highway,23,54,68.0,0
Rainy,Highway,8,74,52.0,0
Rainy,City,23,235,38.0,0
Sunny,Highway,2,76,55.0,0
Foggy,Highway,15,146,89.0,0
Sunny,Highway,10,142,34.0,0
Rainy,Highway,3,115,119.0,0
Rainy,Rural,0,147,116.0,0
Sunny,Highway,20,149,43.0,0
Sunny,City,21,91,46.0,0
Rainy,City,15,67,68.0,0
Rainy,Highway,18,158,94.0,1
Rainy,City,15,158,42.0,0
Sunny,Highway,10,202,52.0,0
Rainy,City,7,140,60.0,0
Rainy,City,22,78,129.0,0
Foggy,Highway,0,98,75.0,0
Sunny,Highway,20,73,48.0,0
Foggy,Rural,8,186,50.0,1
Foggy,Highway,11,81,84.0,0
Rainy,Highway,21,26,117.0,0
Sunny,Rural,7,82,37.0,0
Rainy,Highway,16,169,101.0,1
Sunny,Highway,9,79,25.0,0
Foggy,Rural,6,122,71.0,0
Sunny,Highway,18,241,59.0,0
Rainy,Highway,5,30,84.0,0
Rainy,Rural,20,144,61.0,0
Rainy,Rural,23,16,113.0,0
Sunny,City,23,120,87.0,0
Foggy,Highway,18,240,51.0,1
Foggy,City,17,36,29.0,0
Sunny,City,14,17,126.0,0
Rainy,Rural,1,210,88.0,0
Foggy,Highway,13,37,28.0,0
Rainy,Highway,20,216,88.0,0
Sunny,Rural,9,203,80.0,0
Rainy,City,15,208,30.0,0
Foggy,Rural,6,56,118.0,0
Foggy,Highway,7,219,110.0,1
Rainy,Rural,9,95,87.0,1
Sunny,Highway,14,19,93.0,0
Rainy,City,7,123,122.0,0
Sunny,Highway,12,42,116.0,0
,City,11,144,121.0,0
Foggy,City,7,140,27.0,0
Sunny,Highway,14,23,68.0,0
Sunny,Highway,11,181,43.0,0
Sunny,City,10,55,122.0,0
Foggy,Rural,18,70,52.0,0
Rainy,Highway,13,173,124.0,1
Foggy,City,17,22,126.0,1
Sunny,City,12,25,38.0,0
Rainy,Rural,3,217,21.0,0
Foggy,Highway,16,142,74.0,0
Sunny,City,18,226,30.0,0
Sunny,Rural,8,47,118.0,0
Foggy,City,22,239,36.0,0
Foggy,Highway,6,187,61.0,1
Foggy,Rural,0,47,80.0,0
Sunny,City,6,112,22.0,0
Foggy,Rural,6,65,105.0,0
Sunny,Highway,19,72,54.0,0
Foggy,,6,129,104.0,1
Sunny,Highway,7,57,,0
Sunny,City,15,114,122.0,0
Rainy,Highway,2,227,85.0,0
,City,12,68,20.0,0
Foggy,City,9,86,26.0,0
,Highway,17,181,39.0,0
,City,6,227,62.0,0
Sunny,Rural,20,136,25.0,0
Rainy,City,20,64,74.0,0
Rainy,Highway,4,64,119.0,0
Sunny,Rural,22,138,40.0,0
Foggy,Rural,23,145,70.0,0
Foggy,City,21,136,65.0,0
Rainy,City,6,141,54.0,0
Rainy,Highway,21,94,119.0,0
Sunny,Rural,16,223,27.0,0
Foggy,Highway,3,124,87.0,0
Sunny,City,23,190,126.0,0
,Rural,22,67,35.0,0
Foggy,Highway,15,46,86.0,0
Foggy,Highway,18,58,90.0,0
Rainy,Highway,9,76,83.0,0
Sunny,Highway,2,28,21.0,0
Sunny,Highway,2,138,20.0,0
Foggy,Rural,16,38,77.0,0
Rainy,Highway,9,96,20.0,0
Foggy,Rural,16,42,121.0,0
Rainy,Highway,21,128,26.0,0
,City,16,189,107.0,0
Rainy,City,20,178,88.0,0
Sunny,Highway,3,160,104.0,0
Rainy,City,20,142,111.0,0
Foggy,Rural,22,80,37.0,0
Sunny,Highway,5,194,107.0,0
Foggy,Rural,11,143,51.0,0
Foggy,Highway,21,186,64.0,1
Sunny,City,19,31,52.0,0
Sunny,,16,86,93.0,0
Foggy,City,16,213,92.0,1
Foggy,City,9,13,68.0,0
Foggy,Highway,6,81,52.0,0
,Rural,15,201,116.0,1
Sunny,City,12,174,90.0,0
Sunny,Highway,2,168,87.0,0
Foggy,Highway,1,174,47.0,0
Rainy,Highway,15,137,106.0,0
Rainy,City,5,54,72.0,0
Sunny,Highway,5,227,115.0,0
Foggy,Rural,12,244,63.0,1
Foggy,Rural,6,145,99.0,1
Sunny,City,4,177,129.0,0
Rainy,Rural,23,234,74.0,0
Rainy,Highway,6,246,29.0,0
Rainy,City,1,102,33.0,0
Sunny,Highway,16,14,122.0,0
Rainy,City,12,165,55.0,0
Sunny,City,20,113,53.0,0
Sunny,Highway,20,90,107.0,0
Foggy,Rural,15,96,37.0,0
,Rural,19,246,35.0,0
Sunny,City,1,146,124.0,0
Rainy,Highway,4,139,56.0,0
Rainy,Highway,17,72,60.0,0
Foggy,City,6,233,44.0,0
Rainy,Rural,10,60,27.0,0
Foggy,Highway,10,125,107.0,1
Sunny,Rural,21,122,103.0,0
Rainy,Rural,16,40,113.0,0
Sunny,City,15,16,103.0,0
Rainy,City,12,167,37.0,0
Sunny,Rural,21,195,87.0,0
Rainy,Highway,4,12,67.0,0
Rainy,Highway,19,60,119.0,0
Rainy,City,15,65,89.0,0
Rainy,Rural,21,82,86.0,0
Rainy,Highway,21,19,37.0,0
Rainy,Highway,15,70,123.0,0
Rainy,City,15,247,37.0,0
Rainy,Rural,13,59,75.0,0
Rainy,Highway,5,131,42.0,0
Sunny,City,1,184,54.0,0
Foggy,Highway,13,227,25.0,0
Rainy,Highway,15,10,45.0,0
Foggy,Highway,22,231,104.0,1
Rainy,City,19,194,80.0,1
Rainy,Rural,12,47,107.0,0
Sunny,City,14,199,34.0,0
Sunny,Rural,11,88,110.0,0
Foggy,Highway,8,98,51.0,0
Sunny,Rural,17,207,31.0,0
Sunny,Highway,20,91,24.0,0
Foggy,Highway,13,202,83.0,1
Sunny,City,19,199,90.0,0
Rainy,Highway,3,193,105.0,1
Foggy,City,7,76,46.0,0
Foggy,Rural,7,26,98.0,0
Rainy,Rural,21,136,122.0,0
Sunny,Highway,21,121,64.0,0
Foggy,City,15,145,54.0,0
Foggy,Highway,23,69,45.0,0
Rainy,City,9,49,42.0,0
Rainy,City,20,218,32.0,0
Sunny,City,16,98,109.0,0
Foggy,Rural,0,199,22.0,0
Sunny,City,17,50,48.0,0
Sunny,Rural,9,149,85.0,0
Rainy,City,20,230,83.0,0
Foggy,Rural,3,226,47.0,0
Foggy,Rural,0,124,106.0,1
Foggy,Rural,3,109,55.0,0
Rainy,Highway,3,126,25.0,0
Rainy,City,3,191,30.0,0
Rainy,Highway,16,98,57.0,0
Rainy,City,8,102,53.0,0
Rainy,City,18,148,,1
Foggy,Highway,12,69,86.0,0
Sunny,Rural,3,77,127.0,0
Foggy,City,4,87,65.0,0
Sunny,Rural,12,55,117.0,0
Rainy,Highway,22,47,105.0,0
Sunny,Rural,15,198,,0
Foggy,City,21,26,79.0,0
Foggy,City,4,75,73.0,0
Sunny,City,7,209,112.0,0
,Highway,15,45,88.0,0
Rainy,City,0,83,93.0,0
Foggy,,22,16,93.0,0
Sunny,Rural,5,237,28.0,0
Rainy,City,10,25,104.0,0
Rainy,City,15,23,96.0,0
Foggy,City,4,89,29.0,0
Rainy,Rural,15,34,121.0,0
Sunny,City,6,114,94.0,0
Foggy,Highway,18,13,87.0,0
Foggy,Rural,0,166,77.0,1
Sunny,Rural,8,136,129.0,0
Foggy,Rural,17,65,114.0,1
Rainy,Rural,12,15,71.0,0
Rainy,Rural,14,138,53.0,0
Sunny,Highway,2,176,125.0,0
Rainy,Rural,23,138,54.0,0
Sunny,City,9,124,122.0,0
Sunny,Rural,8,241,122.0,0
Rainy,Rural,12,200,52.0,0
Sunny,Rural,15,66,91.0,0
Rainy,Rural,2,204,51.0,0
Foggy,Rural,21,74,74.0,0
Foggy,Highway,22,74,116.0,0
Sunny,Highway,14,112,27.0,0
Rainy,,16,30,65.0,0
Rainy,Highway,13,246,33.0,0
Foggy,City,6,167,117.0,1
Foggy,Rural,19,233,27.0,1
Rainy,City,15,42,125.0,0
Sunny,City,20,185,90.0,0
Foggy,Rural,7,31,96.0,0
Sunny,City,3,231,73.0,0
Sunny,City,19,191,40.0,0
Foggy,City,23,119,115.0,1
Sunny,Rural,14,13,94.0,0
Sunny,Rural,4,224,33.0,0
Rainy,City,12,192,94.0,1
Sunny,Rural,5,181,21.0,0
Rainy,Rural,4,226,117.0,1
Foggy,City,16,149,80.0,0
Foggy,Rural,6,218,127.0,1
Rainy,Highway,5,216,36.0,0
Foggy,Rural,1,83,97.0,0
Sunny,Highway,10,236,108.0,0
Sunny,,6,128,67.0,0
Sunny,Rural,21,189,110.0,0
Foggy,City,20,102,27.0,0
Sunny,City,7,213,75.0,0
Foggy,City,4,74,36.0,0
Sunny,City,17,74,88.0,0
Rainy,City,21,19,31.0,0
Foggy,Rural,15,155,57.0,0
Foggy,Highway,13,56,37.0,0
Sunny,,11,75,45.0,0
Foggy,Rural,16,58,114.0,0
Foggy,Rural,4,209,56.0,0
Rainy,Rural,13,31,89.0,0
Rainy,Highway,5,95,60.0,0
Sunny,Rural,14,35,98.0,0
Rainy,City,6,227,61.0,0
Sunny,Rural,13,146,109.0,0
Sunny,Rural,17,158,95.0,0
Sunny,Highway,0,104,60.0,0
Foggy,Highway,5,200,66.0,1
Rainy,City,2,116,33.0,0
Sunny,Rural,4,143,20.0,0
Rainy,Rural,11,23,36.0,0
Sunny,Rural,10,170,116.0,0
Rainy,City,12,80,74.0,0
Rainy,Highway,15,161,112.0,1
Sunny,City,17,210,72.0,0
Foggy,Rural,16,84,128.0,0
Rainy,Highway,16,129,50.0,0
Foggy,Highway,10,224,81.0,1
Foggy,City,19,121,27.0,0
Sunny,Highway,9,60,49.0,0
Sunny,Highway,15,139,96.0,0
Sunny,Rural,1,152,99.0,0
Rainy,Rural,16,172,85.0,0
Sunny,Highway,21,45,64.0,0
Sunny,Highway,19,127,37.0,0
Rainy,City,9,229,,1
Rainy,City,12,176,64.0,0
Sunny,Highway,11,245,38.0,0
Sunny,Rural,14,13,96.0,0
Sunny,Highway,6,201,87.0,0
Sunny,Highway,21,211,102.0,0
Foggy,Rural,20,15,69.0,0
Foggy,Rural,12,194,44.0,0
Sunny,City,11,167,57.0,0
Foggy,City,11,119,114.0,1
Rainy,City,1,108,55.0,0
Foggy,City,4,244,87.0,1
Foggy,Rural,1,211,75.0,1
Sunny,,22,131,58.0,0
Foggy,City,19,126,82.0,1
Foggy,City,12,105,26.0,0
Foggy,Rural,2,243,77.0,1
Foggy,Rural,10,243,99.0,1
Rainy,Highway,15,76,78.0,0
Sunny,Highway,0,129,67.0,0
Sunny,Rural,18,227,24.0,0
Rainy,City,10,24,106.0,0
Foggy,City,8,26,55.0,0
Rainy,City,13,228,115.0,1
Foggy,Highway,8,27,107.0,1
Rainy,City,6,124,44.0,0
Sunny,City,15,156,64.0,0
Sunny,Rural,2,85,111.0,0
Sunny,City,18,97,38.0,0
Foggy,Rural,3,206,26.0,0
Foggy,City,6,161,127.0,1
Rainy,Highway,22,100,77.0,0
Rainy,City,11,57,124.0,0
Sunny,City,17,167,100.0,0
Foggy,Rural,4,24,85.0,0
Rainy,Rural,22,184,99.0,1
Foggy,Rural,22,132,58.0,0
Foggy,City,21,239,37.0,0
Sunny,City,9,136,122.0,0
Sunny,Highway,11,181,20.0,0
Foggy,City,7,107,82.0,0
Foggy,Highway,18,164,22.0,1
Foggy,Rural,14,93,40.0,0
Foggy,Rural,0,201,49.0,0
Sunny,Rural,2,50,30.0,0
Rainy,Highway,17,105,41.0,0
Sunny,City,17,77,76.0,0
Rainy,Rural,1,14,108.0,0
Foggy,City,4,62,22.0,0
Rainy,,0,131,49.0,0
Sunny,Rural,9,145,107.0,0
Sunny,Highway,19,31,64.0,0
Foggy,City,9,115,55.0,0
Sunny,Rural,4,16,106.0,0
Foggy,City,17,159,91.0,1
Sunny,City,20,55,83.0,0
Sunny,City,14,39,73.0,0
Foggy,City,19,135,87.0,1
Rainy,City,7,110,,0
Sunny,Highway,16,153,122.0,0
Rainy,Highway,11,88,126.0,0
Sunny,Rural,20,142,50.0,0
Sunny,Highway,11,76,48.0,0
Sunny,Highway,0,32,78.0,0
Sunny,Highway,3,198,55.0,0
Rainy,City,7,83,96.0,0
Rainy,City,0,14,124.0,0
Sunny,Rural,14,160,92.0,0
Sunny,Rural,17,216,104.0,0
Rainy,Rural,0,91,86.0,0
Foggy,City,10,34,108.0,1
Foggy,Highway,22,17,108.0,0
Rainy,Highway,1,232,95.0,1
Sunny,City,0,158,112.0,0
Sunny,Rural,11,11,30.0,0
Foggy,Rural,15,31,30.0,0
Foggy,Rural,21,81,45.0,0
Rainy,City,21,96,72.0,0
Foggy,Rural,9,233,33.0,1
Rainy,Rural,17,81,83.0,0
Foggy,City,14,77,99.0,0
Foggy,Highway,16,73,29.0,0
Foggy,City,9,103,50.0,0
Sunny,City,2,28,114.0,0
Sunny,City,20,137,55.0,0
Sunny,City,15,96,29.0,0
Foggy,Highway,5,91,45.0,0
Rainy,Rural,2,190,39.0,0
Rainy,City,8,230,63.0,1
Rainy,Highway,10,96,81.0,1
Rainy,Rural,20,106,92.0,0
Sunny,Rural,12,61,98.0,0
Sunny,Rural,17,184,28.0,0
Foggy,City,21,91,90.0,0
Foggy,City,23,191,109.0,1
Rainy,Rural,21,181,43.0,0
Sunny,Rural,3,106,31.0,0
,Rural,21,144,79.0,0
Foggy,Rural,23,124,103.0,1
Foggy,Rural,7,101,97.0,1
Rainy,Rural,12,10,105.0,0
Foggy,Highway,9,72,35.0,0
Rainy,Rural,1,240,48.0,0
Sunny,City,7,235,51.0,0
Rainy,City,5,176,102.0,1
Sunny,City,15,28,54.0,0
Sunny,Rural,17,40,62.0,0
Foggy,City,16,86,115.0,0
Foggy,Highway,5,130,72.0,0
Foggy,Rural,12,33,39.0,0
Rainy,City,22,78,123.0,0
Rainy,Highway,13,224,103.0,1
Foggy,Highway,20,220,27.0,0
Rainy,City,9,202,118.0,1
Foggy,Highway,23,170,61.0,1
Rainy,City,10,68,96.0,0
Sunny,Highway,12,123,124.0,0
Sunny,Rural,11,170,89.0,0
Foggy,Rural,8,169,35.0,1
Rainy,Rural,3,196,88.0,0
Rainy,Rural,6,229,72.0,0
Sunny,Rural,23,110,64.0,0
Sunny,City,21,178,70.0,0
Foggy,Rural,1,21,117.0,0
Sunny,Rural,6,210,25.0,0
Foggy,Rural,8,128,52.0,0
Sunny,Rural,4,148,98.0,0
Sunny,Highway,14,106,34.0,0
Rainy,Rural,17,156,33.0,0
Sunny,Rural,3,191,58.0,0
Sunny,City,18,66,82.0,0
Foggy,Highway,19,51,24.0,0
Sunny,City,6,107,109.0,0
Foggy,Rural,7,208,100.0,1
Sunny,City,16,40,126.0,0
Sunny,City,12,189,71.0,0
Foggy,Rural,23,11,35.0,0
Rainy,Highway,20,220,118.0,1
Foggy,Highway,22,175,,0
Foggy,City,10,41,72.0,0
Foggy,Rural,0,147,106.0,1
Rainy,City,1,114,96.0,0
Sunny,City,16,145,116.0,0
Foggy,City,4,227,112.0,1
Foggy,Rural,5,231,72.0,1
Rainy,Rural,23,84,65.0,0
Foggy,Highway,6,114,117.0,1
Sunny,Rural,20,157,117.0,0
Rainy,City,14,157,110.0,1
Sunny,City,18,136,34.0,0
Sunny,Highway,15,18,78.0,0
Rainy,Rural,12,209,69.0,0
Foggy,City,4,24,28.0,0
Sunny,Highway,2,235,45.0,0
Sunny,Highway,2,225,22.0,0
Sunny,City,18,106,,0
Sunny,City,13,114,66.0,0
,Rural,15,242,24.0,0
Rainy,Highway,21,246,81.0,0
Sunny,City,16,72,103.0,0
Foggy,Highway,3,241,103.0,1
Sunny,Rural,12,228,24.0,0
Foggy,City,7,30,29.0,0
Sunny,Rural,18,14,99.0,0
Foggy,Highway,4,134,82.0,0
Sunny,Rural,1,172,44.0,0
Foggy,Rural,14,94,63.0,0
Sunny,Highway,1,205,44.0,0
Sunny,Rural,10,122,49.0,0
Foggy,Highway,12,185,33.0,0
Rainy,City,22,89,105.0,0
Foggy,Highway,9,232,62.0,1
Rainy,Highway,2,227,47.0,0
Sunny,City,4,199,113.0,0
Foggy,Highway,2,125,38.0,0
Foggy,City,5,172,121.0,1
Foggy,City,12,207,61.0,1
Rainy,Highway,9,106,39.0,0
Rainy,Rural,18,30,118.0,0
Sunny,Rural,7,89,105.0,0
Rainy,City,17,248,98.0,1
Rainy,Rural,2,48,30.0,0
Sunny,Rural,23,171,73.0,0
Foggy,Highway,23,243,117.0,1
Foggy,City,16,130,43.0,0
Sunny,City,7,133,89.0,0
Foggy,Highway,9,152,,1
Rainy,,1,15,47.0,0
Sunny,City,11,203,69.0,0
Sunny,Rural,22,225,114.0,0
Sunny,City,5,65,119.0,0
Foggy,City,1,58,74.0,0
Sunny,City,20,101,92.0,0
Sunny,City,22,138,29.0,0
Sunny,Rural,23,74,40.0,0
Foggy,Rural,2,37,77.0,0
Rainy,Rural,16,109,53.0,0
Sunny,Rural,6,157,114.0,0
Rainy,Highway,20,185,112.0,1
Foggy,City,4,81,126.0,0
Foggy,City,22,74,62.0,0
Foggy,City,0,227,30.0,0
Foggy,Highway,7,60,52.0,0
Rainy,Rural,11,180,77.0,0
Sunny,City,13,58,65.0,0
Foggy,Rural,15,162,80.0,1
Foggy,Rural,9,83,81.0,0
Rainy,Highway,14,213,20.0,0
Rainy,Highway,20,178,40.0,0
Foggy,Rural,23,208,81.0,1
Sunny,City,14,201,83.0,0
Sunny,City,9,198,106.0,0
Foggy,Highway,20,21,92.0,0
Rainy,Highway,6,248,75.0,0
,Highway,2,113,20.0,0
Foggy,Highway,1,90,40.0,0
Rainy,Highway,5,206,41.0,0
Foggy,Highway,20,136,73.0,0
Foggy,Highway,8,23,23.0,0
Foggy,City,9,43,84.0,0
Rainy,Highway,3,57,70.0,0
Sunny,Highway,2,70,93.0,0
Sunny,City,8,218,82.0,0
Rainy,City,23,44,34.0,0
Sunny,Rural,21,128,55.0,0
Foggy,Highway,16,74,48.0,0
Sunny,Highway,13,68,71.0,0
Foggy,Highway,9,45,65.0,0
Sunny,Highway,12,216,88.0,0
Rainy,Rural,11,156,48.0,0
Sunny,City,0,51,66.0,0
Sunny,City,21,78,110.0,0
Sunny,Highway,18,156,44.0,0
Rainy,Highway,18,116,99.0,1
Sunny,Highway,5,48,35.0,0
Rainy,Rural,12,78,119.0,0
Foggy,Rural,18,189,108.0,1
Sunny,City,12,21,60.0,0
Rainy,Highway,21,92,84.0,0
Rainy,Highway,20,184,88.0,0
Sunny,Highway,3,213,124.0,0
Foggy,Highway,23,45,39.0,0
Rainy,Rural,1,135,88.0,0
Sunny,City,14,72,55.0,0
Foggy,City,11,85,112.0,0
Rainy,Rural,6,91,117.0,0
Rainy,Highway,19,60,77.0,0
Foggy,City,17,249,67.0,1
Foggy,City,22,52,101.0,0
Sunny,Rural,12,43,21.0,0
Sunny,Highway,16,249,99.0,0
Rainy,City,3,106,48.0,0
Foggy,Highway,13,58,116.0,0
Foggy,City,19,155,35.0,1
Foggy,,12,134,54.0,0
Rainy,Highway,2,198,81.0,0
Foggy,,17,66,126.0,1
Foggy,City,13,102,125.0,1
Rainy,Rural,14,118,100.0,0
Sunny,Rural,2,14,23.0,0
Sunny,Rural,0,226,87.0,0
Rainy,City,23,33,70.0,0
Foggy,Highway,16,230,108.0,1
Rainy,Rural,2,201,52.0,0
Sunny,Highway,13,68,97.0,0
Sunny,City,2,47,43.0,0
Rainy,,12,170,94.0,1
Rainy,Rural,14,19,44.0,0
Sunny,Rural,17,174,47.0,0
Rainy,Rural,13,234,26.0,0
Sunny,Rural,20,224,55.0,0
Rainy,Rural,2,135,29.0,0
Rainy,Rural,18,20,55.0,0
Rainy,City,7,33,114.0,0
Sunny,City,3,97,102.0,0
Rainy,City,3,208,37.0,0
Sunny,Highway,18,123,,0
Sunny,Highway,10,30,111.0,0
Rainy,City,0,157,26.0,0
Rainy,Highway,7,19,,0
Sunny,Highway,14,226,31.0,0
Sunny,Rural,0,184,60.0,0
Foggy,Rural,6,237,82.0,1
Sunny,Highway,20,249,117.0,0
Foggy,Highway,19,184,44.0,1
Foggy,City,19,152,100.0,1
Foggy,Highway,23,181,72.0,1
Rainy,Rural,10,241,52.0,0
Rainy,Highway,13,241,106.0,1
Sunny,City,21,199,92.0,0
Foggy,Rural,15,143,25.0,0
Rainy,Rural,13,238,81.0,0
Rainy,Rural,11,75,85.0,0
Rainy,Rural,16,213,121.0,1
Rainy,Highway,13,131,28.0,0
Rainy,City,9,141,86.0,1
Foggy,Highway,23,32,35.0,0
Foggy,Highway,13,22,108.0,0
Foggy,Rural,17,218,107.0,1
Foggy,City,21,168,112.0,1
Sunny,Rural,8,25,127.0,0
Foggy,Highway,16,50,74.0,0
Rainy,Highway,5,227,59.0,0
Foggy,Rural,7,229,,0
Sunny,Highway,12,10,57.0,0
Rainy,Highway,17,120,54.0,0
Foggy,Rural,4,21,106.0,0
Foggy,Highway,5,238,87.0,1
Foggy,City,20,128,78.0,0
,Rural,18,193,125.0,1
Rainy,City,3,187,33.0,0
Sunny,Highway,6,29,66.0,0
Rainy,Highway,3,203,122.0,1
Rainy,Rural,10,45,90.0,0
Foggy,Highway,11,88,,0
Rainy,Rural,13,175,61.0,0
Foggy,Rural,12,159,70.0,1
Foggy,Rural,9,117,38.0,0
Rainy,Rural,17,198,85.0,1
Sunny,Rural,15,187,66.0,0
Sunny,City,4,105,84.0,0
Rainy,Rural,7,68,61.0,0
Sunny,City,13,29,57.0,0
Foggy,Highway,4,173,32.0,0
Foggy,Rural,23,135,125.0,1
Rainy,Highway,7,106,63.0,0
Sunny,Rural,5,152,43.0,0
Sunny,City,15,71,115.0,0
Foggy,City,3,247,49.0,0
Rainy,City,11,140,89.0,0
Sunny,Highway,10,102,57.0,0
Rainy,Rural,2,248,116.0,1
Sunny,Highway,11,100,127.0,0
Foggy,City,4,142,42.0,0
Foggy,Highway,5,132,93.0,1
Rainy,City,18,193,76.0,1
Foggy,City,17,168,129.0,1
Sunny,City,15,95,98.0,0
Foggy,Rural,22,172,42.0,0
